,test_name,model_arch,transforms,normalized,weight_decay,split_nummax_error,min_error,avg_error,train_df,max_error,split_num
10,resnet18_0.003_modified_True,resnet18,stock,norm,0.003,,0.368421,0.4812031428571429,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.726609    0.750747    0.526316   NaN
1      1    0.883435    0.942669    0.526316   NaN
2      2    0.973647    0.808359    0.473684   NaN
3      3    0.935186    0.786552    0.526316   NaN
4      4    0.845696    0.740219    0.526316   NaN
5      5    0.765613    0.674017    0.368421   NaN
6      6    0.722174    0.686231    0.421053   NaN",0.526316,11.0
11,resnet18_0.003_modified_True,resnet18,stock,norm,0.003,,0.315789,0.5488721428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.112037    0.631149    0.315789   NaN
1      1    1.000117    0.901610    0.421053   NaN
2      2    0.856221    1.086835    0.578947   NaN
3      3    0.818593    1.137426    0.578947   NaN
4      4    0.807397    1.003413    0.631579   NaN
5      5    0.763815    1.234614    0.684211   NaN
6      6    0.784368    1.160222    0.631579   NaN",0.684211,12.0
12,resnet18_0.003_modified_True,resnet18,stock,norm,0.003,,0.42105299999999996,0.5112781428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.794202    0.822331    0.526316   NaN
1      1    0.892322    1.089347    0.631579   NaN
2      2    0.885032    0.976447    0.578947   NaN
3      3    0.732484    1.018706    0.473684   NaN
4      4    0.880709    0.791048    0.473684   NaN
5      5    0.811540    0.741670    0.473684   NaN
6      6    0.838243    0.748083    0.421053   NaN",0.631579,13.0
13,resnet18_0.003_modified_True,resnet18,stock,norm,0.003,,0.578947,0.6917295714285715,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.997225    1.002070    0.684211   NaN
1      1    1.007812    1.426700    0.684211   NaN
2      2    0.902353    1.120699    0.894737   NaN
3      3    0.886365    1.023740    0.684211   NaN
4      4    0.688096    1.031948    0.578947   NaN
5      5    0.696689    1.037338    0.684211   NaN
6      6    0.758591    0.953690    0.631579   NaN",0.8947370000000001,14.0
14,resnet18_0.003_modified_True,resnet18,stock,norm,0.003,,0.44444399999999995,0.563492142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.991455    0.821274    0.444444   NaN
1      1    0.877950    1.194916    0.611111   NaN
2      2    0.790568    1.031380    0.555556   NaN
3      3    0.775860    1.103291    0.611111   NaN
4      4    0.855423    1.099777    0.555556   NaN
5      5    0.778087    1.143239    0.555556   NaN
6      6    0.763233    1.129792    0.611111   NaN",0.611111,15.0
15,resnet18_0.003_None_False,resnet18,stock,norm,0.003,,0.42105299999999996,0.5037594285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.850902    0.769169    0.421053   NaN
1      1    0.794699    0.806393    0.473684   NaN
2      2    0.844522    1.000261    0.473684   NaN
3      3    0.752711    0.964949    0.473684   NaN
4      4    0.710849    0.857151    0.684211   NaN
5      5    0.808091    0.818602    0.473684   NaN
6      6    0.807462    0.840452    0.526316   NaN",0.684211,16.0
16,resnet18_0.003_None_False,resnet18,stock,norm,0.003,,0.473684,0.5413534285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.904559    0.818006    0.473684   NaN
1      1    0.941933    0.782434    0.526316   NaN
2      2    0.904290    0.711693    0.578947   NaN
3      3    0.768437    0.803921    0.526316   NaN
4      4    0.847884    0.962379    0.526316   NaN
5      5    0.857432    0.858883    0.526316   NaN
6      6    0.731409    0.873945    0.631579   NaN",0.631579,17.0
17,resnet18_0.003_None_False,resnet18,stock,norm,0.003,,0.315789,0.39849614285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.996822    0.784591    0.315789   NaN
1      1    0.951205    1.252993    0.578947   NaN
2      2    0.994666    0.812924    0.421053   NaN
3      3    0.957977    0.705027    0.368421   NaN
4      4    0.803818    0.840003    0.421053   NaN
5      5    0.814906    0.780571    0.368421   NaN
6      6    0.768335    0.785176    0.315789   NaN",0.578947,18.0
18,resnet18_0.003_None_False,resnet18,stock,norm,0.003,,0.263158,0.44360914285714287,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.837705    0.702887    0.263158   NaN
1      1    0.779472    0.950382    0.526316   NaN
2      2    0.784205    1.008233    0.421053   NaN
3      3    0.928589    0.852865    0.421053   NaN
4      4    0.914125    1.026550    0.578947   NaN
5      5    0.843092    0.868842    0.473684   NaN
6      6    0.880882    0.762553    0.421053   NaN",0.578947,19.0
19,resnet18_0.003_None_False,resnet18,stock,norm,0.003,,0.44444399999999995,0.6428571428571429,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.906157    0.698405    0.444444   NaN
1      1    0.860114    1.040624    0.500000   NaN
2      2    0.849815    1.554553    0.777778   NaN
3      3    0.879976    1.509957    0.666667   NaN
4      4    0.789507    1.495013    0.722222   NaN
5      5    0.876376    1.502187    0.666667   NaN
6      6    0.706510    1.635170    0.722222   NaN",0.777778,20.0
20,resnet18_0.003_Stock_False,resnet18,stock,norm,0.003,,0.368421,0.4736842857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.753657    0.997580    0.631579   NaN
1      1    0.912248    0.870760    0.421053   NaN
2      2    0.904783    0.762077    0.526316   NaN
3      3    0.896254    0.829833    0.473684   NaN
4      4    0.802232    0.856051    0.421053   NaN
5      5    0.783684    0.872416    0.368421   NaN
6      6    0.716653    1.012853    0.473684   NaN",0.631579,21.0
21,resnet18_0.003_Stock_False,resnet18,stock,norm,0.003,,0.315789,0.4285714285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.847638    0.671717    0.421053   NaN
1      1    0.876952    0.670342    0.368421   NaN
2      2    0.935076    0.680297    0.473684   NaN
3      3    0.798075    0.628290    0.315789   NaN
4      4    0.733107    0.681566    0.421053   NaN
5      5    0.718620    0.719716    0.526316   NaN
6      6    0.742386    0.700110    0.473684   NaN",0.526316,22.0
22,resnet18_0.003_Stock_False,resnet18,stock,norm,0.003,,0.526316,0.5789472857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.864502    1.030338    0.631579   NaN
1      1    0.798338    0.988480    0.526316   NaN
2      2    0.836770    0.955028    0.578947   NaN
3      3    0.867970    0.872301    0.631579   NaN
4      4    0.810871    0.852171    0.578947   NaN
5      5    0.778822    0.931429    0.578947   NaN
6      6    0.684381    0.943570    0.526316   NaN",0.631579,23.0
23,resnet18_0.003_Stock_False,resnet18,stock,norm,0.003,,0.368421,0.4586467142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.957052    0.703239    0.421053   NaN
1      1    0.911535    0.832553    0.368421   NaN
2      2    0.834654    0.832797    0.421053   NaN
3      3    0.817408    0.950679    0.473684   NaN
4      4    0.772673    0.925562    0.526316   NaN
5      5    0.787251    1.011877    0.578947   NaN
6      6    0.745037    0.956303    0.421053   NaN",0.578947,24.0
24,resnet18_0.003_Stock_False,resnet18,stock,norm,0.003,,0.5,0.5873018571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.072824    1.017346    0.666667   NaN
1      1    0.803317    1.826718    0.666667   NaN
2      2    0.717238    1.826302    0.611111   NaN
3      3    0.804536    1.626123    0.555556   NaN
4      4    0.819989    1.572329    0.500000   NaN
5      5    0.764886    1.441865    0.555556   NaN
6      6    0.702073    1.422788    0.555556   NaN",0.666667,25.0
25,resnet18_0.003_modified_False,resnet18,stock,norm,0.003,,0.368421,0.4586467142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.788018    0.818234    0.526316   NaN
1      1    0.787382    0.753612    0.421053   NaN
2      2    0.881178    0.726477    0.473684   NaN
3      3    0.941119    0.686131    0.368421   NaN
4      4    0.872634    0.730314    0.526316   NaN
5      5    0.774158    0.689928    0.473684   NaN
6      6    0.782816    0.776799    0.421053   NaN",0.526316,26.0
26,resnet18_0.003_modified_False,resnet18,stock,norm,0.003,,0.315789,0.39097728571428575,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.751519    0.797130    0.368421   NaN
1      1    0.833070    1.165912    0.578947   NaN
2      2    0.893500    0.913620    0.315789   NaN
3      3    0.877138    0.796658    0.421053   NaN
4      4    0.876069    0.691119    0.368421   NaN
5      5    0.794946    0.718431    0.368421   NaN
6      6    0.712296    0.642142    0.315789   NaN",0.578947,27.0
27,resnet18_0.003_modified_False,resnet18,stock,norm,0.003,,0.315789,0.3759397142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.833852    0.650527    0.368421   NaN
1      1    0.995413    0.554411    0.368421   NaN
2      2    0.819407    0.754621    0.473684   NaN
3      3    0.739269    0.753346    0.368421   NaN
4      4    0.896228    0.716854    0.368421   NaN
5      5    0.890541    0.660367    0.315789   NaN
6      6    0.846473    0.687568    0.368421   NaN",0.473684,28.0
28,resnet18_0.003_modified_False,resnet18,stock,norm,0.003,,0.473684,0.5187968571428571,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.025149    0.900111    0.631579   NaN
1      1    0.902891    1.009628    0.578947   NaN
2      2    0.831692    1.020780    0.526316   NaN
3      3    0.875219    1.094476    0.473684   NaN
4      4    0.782195    0.964919    0.473684   NaN
5      5    0.793794    0.791921    0.473684   NaN
6      6    0.757328    0.948257    0.473684   NaN",0.631579,29.0
29,resnet18_0.003_modified_False,resnet18,stock,norm,0.003,,0.555556,0.6746032857142856,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.810230    0.903907    0.555556   NaN
1      1    0.879592    1.483705    0.833333   NaN
2      2    0.874743    1.412377    0.777778   NaN
3      3    0.917115    1.230778    0.611111   NaN
4      4    0.843542    1.171034    0.666667   NaN
5      5    0.751154    1.273919    0.666667   NaN
6      6    0.686056    1.216011    0.611111   NaN",0.833333,30.0
30,resnet18_0.01_None_True,resnet18,stock,norm,0.01,,0.368421,0.4360901428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.921924    0.876418    0.473684   NaN
1      1    0.894753    0.738380    0.421053   NaN
2      2    0.890339    0.684297    0.473684   NaN
3      3    0.901160    0.666505    0.368421   NaN
4      4    0.773254    0.726378    0.368421   NaN
5      5    0.766883    0.687184    0.473684   NaN
6      6    0.854619    0.669047    0.473684   NaN",0.473684,1.0
31,resnet18_0.01_None_True,resnet18,stock,norm,0.01,,0.315789,0.4962404285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.034925    0.810052    0.315789   NaN
1      1    1.010419    0.748474    0.473684   NaN
2      2    0.955838    0.942737    0.473684   NaN
3      3    0.997861    0.862559    0.578947   NaN
4      4    0.874899    0.880926    0.526316   NaN
5      5    0.871208    0.967171    0.526316   NaN
6      6    0.831550    1.029995    0.578947   NaN",0.578947,2.0
32,resnet18_0.01_None_True,resnet18,stock,norm,0.01,,0.315789,0.4436088571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.769489    0.927233    0.578947   NaN
1      1    0.807738    0.827850    0.473684   NaN
2      2    0.748549    0.553075    0.315789   NaN
3      3    0.799747    0.763998    0.473684   NaN
4      4    0.805815    0.737128    0.473684   NaN
5      5    0.785645    0.794908    0.421053   NaN
6      6    0.775847    0.706575    0.368421   NaN",0.578947,3.0
33,resnet18_0.01_None_True,resnet18,stock,norm,0.01,,0.42105299999999996,0.48872200000000005,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.012985    0.876271    0.526316   NaN
1      1    1.008662    0.776767    0.526316   NaN
2      2    0.808291    0.801927    0.421053   NaN
3      3    0.770416    1.065019    0.526316   NaN
4      4    0.724921    1.028403    0.421053   NaN
5      5    0.786630    1.021788    0.473684   NaN
6      6    0.812774    1.050244    0.526316   NaN",0.526316,4.0
34,resnet18_0.01_None_True,resnet18,stock,norm,0.01,,0.555556,0.5873018571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.756547    0.816525    0.666667   NaN
1      1    0.774491    0.901575    0.555556   NaN
2      2    0.768886    1.050040    0.611111   NaN
3      3    0.861789    0.970369    0.555556   NaN
4      4    0.810159    0.971459    0.555556   NaN
5      5    0.810316    0.947596    0.555556   NaN
6      6    0.835877    1.030116    0.611111   NaN",0.666667,5.0
35,resnet18_0.01_Stock_True,resnet18,stock,norm,0.01,,0.263158,0.3759397142857144,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.030190    0.759536    0.578947   NaN
1      1    1.074105    0.857026    0.368421   NaN
2      2    0.887113    0.834884    0.368421   NaN
3      3    0.924676    0.749245    0.315789   NaN
4      4    0.829433    0.664944    0.368421   NaN
5      5    0.801005    0.630642    0.263158   NaN
6      6    0.722711    0.606143    0.368421   NaN",0.578947,6.0
36,resnet18_0.01_Stock_True,resnet18,stock,norm,0.01,,0.42105299999999996,0.5864662857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.807595    0.858232    0.631579   NaN
1      1    0.778955    0.749007    0.684211   NaN
2      2    0.739534    1.238158    0.631579   NaN
3      3    0.773353    1.186767    0.631579   NaN
4      4    0.754537    0.908085    0.473684   NaN
5      5    0.859328    1.072412    0.631579   NaN
6      6    0.726399    0.847408    0.421053   NaN",0.684211,7.0
37,resnet18_0.01_Stock_True,resnet18,stock,norm,0.01,,0.42105299999999996,0.5939851428571429,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.935866    0.724513    0.473684   NaN
1      1    0.904479    0.928189    0.421053   NaN
2      2    0.865395    1.455623    0.578947   NaN
3      3    0.797848    1.149150    0.684211   NaN
4      4    0.688952    1.287211    0.684211   NaN
5      5    0.749904    1.110291    0.631579   NaN
6      6    0.679394    1.280647    0.684211   NaN",0.684211,8.0
38,resnet18_0.01_Stock_True,resnet18,stock,norm,0.01,,0.578947,0.669173,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.954771    0.992454    0.578947   NaN
1      1    0.864668    1.093727    0.684211   NaN
2      2    0.905570    1.173395    0.736842   NaN
3      3    0.742406    0.972859    0.736842   NaN
4      4    0.732463    1.059401    0.684211   NaN
5      5    0.681286    1.347826    0.631579   NaN
6      6    0.709900    1.274214    0.631579   NaN",0.736842,9.0
39,resnet18_0.01_Stock_True,resnet18,stock,norm,0.01,,0.5,0.6984127142857144,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.943008    0.871453    0.500000   NaN
1      1    0.818146    1.163440    0.722222   NaN
2      2    0.961591    1.593377    0.777778   NaN
3      3    0.783165    1.393160    0.722222   NaN
4      4    0.783425    1.531304    0.777778   NaN
5      5    0.832597    1.378459    0.722222   NaN
6      6    0.783213    1.408800    0.666667   NaN",0.777778,10.0
40,resnet18_0.01_modified_True,resnet18,stock,norm,0.01,,0.263158,0.39097728571428575,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.120452    0.733943    0.473684   NaN
1      1    0.979769    0.846721    0.368421   NaN
2      2    0.935704    1.000330    0.473684   NaN
3      3    0.907084    0.697119    0.263158   NaN
4      4    0.900952    0.683318    0.368421   NaN
5      5    0.864795    0.723682    0.473684   NaN
6      6    0.729629    0.689147    0.315789   NaN",0.473684,11.0
41,resnet18_0.01_modified_True,resnet18,stock,norm,0.01,,0.473684,0.6015038571428571,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.968793    0.981593    0.684211   NaN
1      1    0.951084    1.145337    0.631579   NaN
2      2    0.955025    1.222298    0.473684   NaN
3      3    0.895642    1.047322    0.473684   NaN
4      4    0.864343    1.120106    0.578947   NaN
5      5    0.748726    1.146534    0.684211   NaN
6      6    0.825724    1.142419    0.684211   NaN",0.684211,12.0
42,resnet18_0.01_modified_True,resnet18,stock,norm,0.01,,0.578947,0.6240601428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.823727    0.931138    0.631579   NaN
1      1    0.955479    1.270166    0.631579   NaN
2      2    0.984373    1.326538    0.631579   NaN
3      3    0.898864    1.233053    0.578947   NaN
4      4    0.858523    1.147858    0.684211   NaN
5      5    0.806074    1.129524    0.631579   NaN
6      6    0.770376    1.076646    0.578947   NaN",0.684211,13.0
43,resnet18_0.01_modified_True,resnet18,stock,norm,0.01,,0.42105299999999996,0.5037592857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.961059    0.848567    0.578947   NaN
1      1    1.046650    0.970765    0.473684   NaN
2      2    0.900315    0.910625    0.578947   NaN
3      3    0.805771    0.771931    0.473684   NaN
4      4    0.814798    0.839719    0.421053   NaN
5      5    0.746422    0.909429    0.526316   NaN
6      6    0.723901    0.882900    0.473684   NaN",0.578947,14.0
44,resnet18_0.01_modified_True,resnet18,stock,norm,0.01,,0.388889,0.5555558571428573,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.897406    0.874652    0.388889   NaN
1      1    0.999000    1.194421    0.666667   NaN
2      2    0.943283    1.222511    0.666667   NaN
3      3    0.887755    1.219916    0.555556   NaN
4      4    0.762642    1.272038    0.555556   NaN
5      5    0.727373    1.403401    0.555556   NaN
6      6    0.793298    1.258727    0.500000   NaN",0.666667,15.0
45,resnet18_0.01_None_False,resnet18,stock,norm,0.01,,0.263158,0.36842100000000005,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.969481    0.781169    0.526316   NaN
1      1    0.842491    0.764281    0.315789   NaN
2      2    0.882592    0.949486    0.526316   NaN
3      3    0.895508    0.857639    0.368421   NaN
4      4    0.838730    0.699747    0.315789   NaN
5      5    0.796877    0.628439    0.263158   NaN
6      6    0.750274    0.614937    0.263158   NaN",0.526316,16.0
46,resnet18_0.01_None_False,resnet18,stock,norm,0.01,,0.315789,0.443609,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.864840    0.710572    0.526316   NaN
1      1    0.793694    0.686766    0.315789   NaN
2      2    0.825755    1.002486    0.368421   NaN
3      3    0.714090    0.898653    0.473684   NaN
4      4    0.821534    0.750879    0.473684   NaN
5      5    0.757670    0.707574    0.421053   NaN
6      6    0.700951    0.745680    0.526316   NaN",0.526316,17.0
47,resnet18_0.01_None_False,resnet18,stock,norm,0.01,,0.526316,0.5864662857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.004911    0.905558    0.526316   NaN
1      1    0.884943    0.970483    0.631579   NaN
2      2    0.834998    1.107031    0.526316   NaN
3      3    0.879665    0.858678    0.526316   NaN
4      4    0.792896    1.036462    0.631579   NaN
5      5    0.761622    1.031972    0.684211   NaN
6      6    0.776583    0.902464    0.578947   NaN",0.684211,18.0
48,resnet18_0.01_None_False,resnet18,stock,norm,0.01,,0.42105299999999996,0.4962405714285714,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.031892    1.004788    0.473684   NaN
1      1    0.902629    0.883016    0.526316   NaN
2      2    0.859343    1.077953    0.421053   NaN
3      3    0.957405    1.051847    0.578947   NaN
4      4    0.802320    0.799846    0.421053   NaN
5      5    0.737490    0.830469    0.578947   NaN
6      6    0.799645    0.768170    0.473684   NaN",0.578947,19.0
49,resnet18_0.01_None_False,resnet18,stock,norm,0.01,,0.44444399999999995,0.6507935714285714,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.761258    0.798882    0.444444   NaN
1      1    0.938023    1.810288    0.722222   NaN
2      2    0.828489    1.281159    0.611111   NaN
3      3    0.748089    1.597676    0.666667   NaN
4      4    0.680875    1.478614    0.666667   NaN
5      5    0.739002    1.411309    0.722222   NaN
6      6    0.667620    1.399085    0.722222   NaN",0.722222,20.0
50,resnet18_0.01_Stock_False,resnet18,stock,norm,0.01,,0.263158,0.3759398571428571,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.846798    0.722181    0.526316   NaN
1      1    0.963123    0.620289    0.368421   NaN
2      2    0.962097    0.617330    0.263158   NaN
3      3    0.856668    0.649324    0.368421   NaN
4      4    0.847392    0.926399    0.421053   NaN
5      5    0.845587    0.715917    0.368421   NaN
6      6    0.825341    0.672666    0.315789   NaN",0.526316,21.0
51,resnet18_0.01_Stock_False,resnet18,stock,norm,0.01,,0.21052600000000002,0.32330828571428577,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.960788    0.944606    0.526316   NaN
1      1    0.891553    0.779366    0.263158   NaN
2      2    0.868885    0.545588    0.210526   NaN
3      3    0.898156    0.559542    0.368421   NaN
4      4    0.954270    0.528423    0.263158   NaN
5      5    0.876914    0.701585    0.421053   NaN
6      6    0.846257    0.473648    0.210526   NaN",0.526316,22.0
52,resnet18_0.01_Stock_False,resnet18,stock,norm,0.01,,0.526316,0.5639098571428571,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.776644    0.954619    0.526316   NaN
1      1    0.877518    1.437457    0.736842   NaN
2      2    0.869652    1.286964    0.526316   NaN
3      3    0.982799    1.095716    0.526316   NaN
4      4    0.868061    0.908866    0.526316   NaN
5      5    0.879783    1.018224    0.578947   NaN
6      6    0.697849    1.022236    0.526316   NaN",0.736842,23.0
53,resnet18_0.01_Stock_False,resnet18,stock,norm,0.01,,0.368421,0.4962404285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.676402    0.763281    0.578947   NaN
1      1    0.777083    0.965343    0.631579   NaN
2      2    0.763698    0.754581    0.473684   NaN
3      3    0.827678    0.577620    0.473684   NaN
4      4    0.827836    0.731825    0.473684   NaN
5      5    0.787588    0.611111    0.473684   NaN
6      6    0.788106    0.572349    0.368421   NaN",0.631579,24.0
54,resnet18_0.01_Stock_False,resnet18,stock,norm,0.01,,0.44444399999999995,0.5,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.968809    0.770690    0.444444   NaN
1      1    0.915604    1.194504    0.500000   NaN
2      2    0.891324    1.109197    0.500000   NaN
3      3    0.789079    1.408938    0.500000   NaN
4      4    0.714960    1.137699    0.555556   NaN
5      5    0.766961    1.189795    0.555556   NaN
6      6    0.743780    1.132748    0.444444   NaN",0.555556,25.0
55,resnet18_0.01_modified_False,resnet18,stock,norm,0.01,,0.368421,0.45864671428571435,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.113867    0.912261    0.684211   NaN
1      1    0.877878    1.108829    0.473684   NaN
2      2    0.922525    0.766584    0.473684   NaN
3      3    0.842846    0.818826    0.421053   NaN
4      4    0.850937    0.673687    0.368421   NaN
5      5    0.742551    0.677552    0.368421   NaN
6      6    0.772050    0.694310    0.421053   NaN",0.684211,26.0
56,resnet18_0.01_modified_False,resnet18,stock,norm,0.01,,0.315789,0.45864657142857146,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.898096    0.985220    0.526316   NaN
1      1    1.005558    1.111130    0.526316   NaN
2      2    1.013751    0.975807    0.578947   NaN
3      3    0.954954    0.680242    0.526316   NaN
4      4    0.806918    0.580004    0.315789   NaN
5      5    0.791149    0.593646    0.368421   NaN
6      6    0.768661    0.645881    0.368421   NaN",0.578947,27.0
